# Tatoeba English short-word priors; generated by generate_short_word_ngrams.py
# previous<TAB>next<TAB>weight or prior<TAB>previous<TAB>next<TAB>weight
place	to	12
plan	on	11
plan	to	13
planning	on	12
planning	to	13
play	the	12
playing	the	11
please	let	11
plenty	of	14
plugged	in	12
point	of	12
portion	of	12
possibility	of	11
possible	to	12
postpone	the	11
prefer	to	12
prefers	to	11
prepare	for	12
prepared	for	12
preparing	for	12
presence	of	11
pretended	to	12
pretending	to	12
problem	is	12
process	of	11
promised	to	12
prone	to	12
proud	of	14
punished	for	11
purpose	of	12
pursuit	of	12
put	his	11
put	it	12
put	on	12
put	the	13
put	up	11
ran	out	12
ran	to	11
range	of	12
reached	the	12
read	the	13
ready	for	12
ready	to	14
reason	to	12
refer	to	12
referred	to	12
referring	to	12
refers	to	13
reflect	on	11
reflection	of	11
refuse	to	13
refused	to	14
refuses	to	13
regard	to	11
regarded	as	11
regardless	of	13
regards	to	12
related	to	13
relied	on	12
relies	on	12
reluctant	to	13
rely	on	13
remember	the	11
remember	to	12
remind	me	12
reminded	me	11
reminds	me	13
remove	the	12
replace	the	11
reply	to	11
required	to	11
resist	the	11
resort	to	11
respond	to	13
responsibility	for	12
responsible	for	14
rest	of	13
result	of	12
resulted	in	12
returned	to	12
rid	of	14
right	now	13
right	to	12
rima	is	11
rima	was	12
risk	of	12
role	in	12
room	for	11
room	is	12
room	was	11
root	of	11
rubbed	his	11
rude	to	11
run	out	11
russia	is	11
safe	to	12
said	he	13
said	it	11
said	she	12
said	the	11
said	to	11
said	you	11
sake	of	12
sami	did	11
sami	got	12
sami	had	12
sami	has	12
sami	is	13
sami	was	14
sat	on	12
saw	her	11
saw	him	11
saw	the	12
saw	you	11
say	it	11
says	he	12
says	she	12
scar	on	12
scared	of	12
scares	me	11
scent	of	12
screwed	up	11
searching	for	13
section	of	11
see	her	12
see	him	12
see	how	11
see	if	11
see	it	11
see	me	12
see	my	11
see	the	13
see	you	13
seem	to	14
seemed	to	13
seems	to	13
seen	the	11
sense	of	13
sensitive	to	11
sentenced	to	13
series	of	12
set	up	12
shade	of	11
shadow	of	11
shall	we	13
she	can	12
she	did	12
she	got	12
she	had	12
she	has	13
she	is	13
she	put	11
she	saw	11
she	was	14
she's	in	11
she's	not	11
sheet	of	11
shortage	of	12
should	be	13
should	do	12
should	get	11
should	go	12
should	not	11
should	try	11
should	we	12
shouldn't	be	12
show	me	12
show	you	12
shut	the	12
shut	up	12
side	of	13
sigh	of	12
sight	of	13
signs	of	12
similar	to	12
sip	of	12
sister	is	11
sitting	in	12
sitting	on	12
size	of	12
skirt	is	11
slammed	the	12
slice	of	12
slices	of	12
smashed	the	11
smiled	at	11
snuck	out	11
so	far	11
so	he	11
so	we	11
so	you	11
solution	to	12
solve	the	12
solved	the	11
some	of	12
someone	to	11
someone	who	11
something	in	11
something	to	12
something	you	11
son	is	11
soon	as	13
sooner	or	13
sorry	for	12
sort	of	14
sorts	of	13
sound	of	12
source	of	13
sources	of	11
spa	has	11
speak	to	12
species	of	12
spend	the	11
spent	the	12
spite	of	13
spoken	to	12
spying	on	12
stare	at	12
stared	at	13
staring	at	13
started	to	13
starting	to	13
stay	at	11
stay	in	11
still	in	11
still	not	11
stormed	out	12
stressed	out	11
strive	to	11
structure	of	11
struggle	to	11
struggled	to	12
struggling	to	12
stuck	in	12
stung	by	12
subscribe	to	12
succeed	in	11
succeeded	in	12
such	as	11
suggest	you	12
suitable	for	12
suits	you	11
sum	of	12
superior	to	12
supposed	to	15
sure	to	11
sure	you	12
surface	of	11
surrounded	by	14
survived	the	12
sweep	the	11
symbol	of	12
take	it	12
take	me	11
take	my	11
take	off	11
take	the	12
take	to	11
take	you	12
talent	for	11
talk	to	14
talked	to	12
talking	to	13
tasted	the	11
tatoeba	is	12
tell	her	12
tell	him	12
tell	me	14
tell	the	12
tell	us	12
tell	you	12
telling	me	12
tempted	to	13
tend	to	14
tendency	to	12
tends	to	13
terms	of	11
terrified	of	12
than	he	11
than	me	12
than	the	12
than	to	11
than	we	11
than	you	12
thank	you	15
thankful	for	12
thanks	for	14
that	all	11
that	are	11
that	as	11
that	by	12
that	can	11
that	day	11
that	for	12
that	guy	11
that	has	11
that	he	13
that	his	11
that	if	11
that	in	12
that	is	12
that	it	12
that	man	11
that	my	11
that	now	11
that	on	11
that	one	12
that	she	13
that	the	13
that	to	12
that	too	11
that	was	13
that	way	12
that	we	13
that	you	13
that's	all	11
that's	my	11
that's	not	13
that's	the	12
the	air	12
the	bag	11
the	bar	11
the	bed	12
the	big	11
the	box	12
the	boy	12
the	bus	12
the	car	12
the	cat	12
the	day	12
the	dog	12
the	end	12
the	ice	11
the	ivy	11
the	job	12
the	key	11
the	law	11
the	man	12
the	new	12
the	old	12
the	one	12
the	red	11
the	sea	12
the	sky	12
the	sun	12
the	top	12
the	two	12
the	war	11
the	way	13
the	zoo	11
their	own	12
them	in	11
them	to	12
there	any	12
there	are	14
there	by	11
there	for	11
there	in	11
there	is	13
there	was	13
there'll	be	13
there's	no	13
these	are	12
they	all	11
they	are	13
they	can	12
they	did	12
they	do	11
they	got	11
they	had	12
they	put	11
